20:50:22
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
-0.75,0.62,0.11,-0.99,0.14,2.48,17558
-0.74,0.61,0.11,-1.23,0.15,2.58,17559
-0.75,0.61,0.12,-1.18,0.18,2.72,17560
-0.75,0.61,0.12,-1.17,0.25,2.62,17561
-0.76,0.61,0.11,-0.99,0.05,2.66,17562
-0.75,0.62,0.10,-0.84,0.13,2.74,17563
-0.75,0.61,0.11,-1.11,0.21,2.77,17564
-0.75,0.61,0.11,-1.29,0.11,2.76,17565
-0.74,0.61,0.11,-1.23,0.35,2.76,17566
-0.76,0.61,0.11,-1.09,0.23,2.93,17567
-0.77,0.61,0.11,-1.03,-0.17,2.68,17568
-0.73,0.62,0.12,-0.97,0.15,2.87,17569
-0.74,0.61,0.12,-1.02,0.20,2.67,17570
-0.74,0.62,0.13,-1.00,0.11,2.57,17571
-0.75,0.61,0.12,-0.97,0.01,2.67,17572
-0.74,0.61,0.12,-1.06,0.14,2.50,17573
-0.74,0.62,0.13,-1.36,0.27,2.79,17574
-0.74,0.62,0.13,-1.20,0.28,2.81,17575
-0.75,0.61,0.12,-1.03,0.15,2.55,17576
-0.75,0.61,0.12,-1.13,0.08,2.56,17577
-0.75,0.61,0.13,-0.95,0.12,2.68,17578
-0.75,0.61,0.12,-1.11,0.15,2.64,17579
-0.74,0.62,0.11,-0.93,0.08,2.69,17580
-0.75,0.61,0.12,-1.21,0.29,2.82,17581
-0.75,0.61,0.12,-1.03,0.00,2.72,17582
-0.75,0.60,0.12,-0.85,0.15,2.65,17583
-0.75,0.60,0.12,-1.06,0.03,2.63,17584
-0.75,0.61,0.12,-0.98,0.06,2.43,17585
-0.76,0.61,0.11,-1.11,-0.12,2.69,17586
-0.75,0.61,0.12,-0.79,-0.18,2.51,17587
-0.76,0.62,0.13,-0.77,-0.25,2.72,17588
-0.75,0.61,0.10,-0.91,-0.18,2.71,17589
-0.75,0.61,0.12,-0.76,0.15,2.82,17590
-0.74,0.62,0.12,-0.73,-0.01,2.49,17591
-0.74,0.62,0.10,-1.02,0.27,2.79,17592
-0.77,0.61,0.11,-1.15,-0.24,2.65,17593
-0.74,0.61,0.12,-0.98,0.18,2.77,17594
-0.74,0.62,0.11,-1.13,0.15,2.72,17595
-0.75,0.61,0.11,-1.39,0.27,2.53,17596
-0.75,0.62,0.12,-1.18,0.19,2.55,17597
-0.76,0.62,0.11,-1.00,0.11,2.72,17598
-0.75,0.62,0.12,-1.29,0.24,2.66,17599
-0.75,0.61,0.12,-1.10,-0.01,2.64,17600
-0.74,0.61,0.12,-1.24,0.15,2.82,17601
-0.74,0.62,0.11,-1.27,0.21,2.72,17602
-0.75,0.61,0.12,-1.07,0.09,2.47,17603
-0.76,0.61,0.12,-1.10,0.00,2.55,17604
-0.75,0.60,0.12,-1.11,0.03,2.61,17605
-0.76,0.61,0.12,-0.99,0.06,2.68,17606
-0.74,0.62,0.12,-0.97,0.17,2.78,17607
-0.75,0.61,0.12,-1.02,0.08,2.88,17608
-0.75,0.62,0.12,-0.91,0.13,2.67,17609
-0.75,0.61,0.12,-0.98,0.15,2.63,17610
-0.74,0.62,0.12,-0.94,0.10,2.56,17611
-0.74,0.61,0.12,-1.25,0.30,2.67,17612
-0.75,0.61,0.12,-0.88,0.21,2.77,17613
-0.75,0.61,0.12,-1.01,0.34,2.64,17614
-0.76,0.61,0.12,-0.96,-0.09,2.69,17615
-0.75,0.61,0.12,-0.98,-0.05,2.63,17616
-0.75,0.61,0.13,-1.09,0.00,2.63,17617
-0.75,0.61,0.12,-1.11,0.22,2.70,17618
-0.76,0.61,0.12,-1.03,0.11,2.66,17619
-0.75,0.61,0.12,-0.82,0.11,2.61,17620
-0.74,0.61,0.12,-0.86,0.15,2.66,17621
-0.74,0.61,0.12,-0.94,0.06,2.70,17622
-0.75,0.61,0.12,-0.95,0.13,2.68,17623
-0.75,0.61,0.12,-1.08,0.08,2.54,17624
-0.75,0.61,0.12,-1.16,0.08,2.63,17625
-0.74,0.62,0.12,-0.98,0.04,2.63,17626
-0.75,0.61,0.11,-1.11,0.19,2.81,17627
-0.75,0.61,0.12,-1.09,0.04,2.82,17628
-0.75,0.61,0.12,-1.07,0.00,2.70,17629
-0.75,0.61,0.12,-1.23,0.01,2.78,17630
-0.75,0.62,0.11,-1.48,0.39,2.81,17631
-0.76,0.61,0.12,-1.15,-0.01,2.60,17632
-0.75,0.61,0.13,-1.00,-0.08,2.63,17633
-0.75,0.61,0.12,-1.02,-0.27,2.64,17634
-0.75,0.61,0.12,-1.06,0.00,2.91,17635
-0.75,0.62,0.12,-1.02,-0.08,2.57,17636
-0.74,0.62,0.11,-1.21,0.19,2.80,17637
-0.75,0.61,0.12,-1.10,0.11,2.56,17638
-0.75,0.61,0.12,-1.18,0.02,2.61,17639
-0.75,0.61,0.12,-0.94,-0.24,2.63,17640
-0.75,0.61,0.12,-0.92,-0.02,2.66,17641
-0.75,0.61,0.12,-0.97,-0.08,2.74,17642
-0.75,0.62,0.11,-1.22,0.21,2.91,17643
-0.74,0.62,0.12,-1.23,0.11,2.70,17644
-0.75,0.61,0.12,-1.14,0.35,2.49,17645
-0.75,0.61,0.12,-1.11,0.18,2.63,17646
-0.75,0.60,0.11,-1.24,0.43,2.56,17647
-0.76,0.60,0.11,-1.18,-0.05,2.66,17648
-0.75,0.62,0.12,-0.85,-0.18,2.77,17649
-0.75,0.61,0.12,-1.03,0.27,2.85,17650
-0.74,0.62,0.12,-1.08,0.08,2.69,17651
-0.74,0.62,0.11,-1.11,0.15,2.72,17652
-0.75,0.61,0.12,-1.08,-0.16,2.43,17653
-0.75,0.62,0.12,-1.18,0.15,2.62,17654
-0.75,0.61,0.12,-1.00,-0.03,2.63,17655
-0.74,0.61,0.12,-0.88,-0.07,2.80,17656
-0.74,0.62,0.12,-1.23,0.34,2.87,17657
-0.74,0.62,0.11,-1.14,0.18,2.55,17658
-0.74,0.62,0.11,-1.21,0.10,2.66,17659
-0.74,0.61,0.11,-1.10,-0.06,2.70,17660
-0.75,0.61,0.12,-0.92,0.21,2.43,17661
-0.75,0.61,0.11,-0.99,-0.02,2.76,17662
-0.75,0.61,0.11,-1.11,0.20,2.87,17663
-0.75,0.62,0.12,-1.04,0.07,2.63,17664
-0.74,0.61,0.12,-1.06,0.15,2.77,17665
-0.76,0.62,0.12,-1.25,0.01,2.47,17666
-0.75,0.61,0.11,-0.87,0.10,2.53,17667
-0.75,0.61,0.11,-1.08,0.04,2.66,17668
-0.75,0.60,0.12,-1.11,-0.06,2.87,17669
-0.74,0.61,0.14,-1.01,0.28,2.92,17670
-0.74,0.61,0.13,-1.05,-0.05,2.72,17671
-0.75,0.62,0.11,-1.02,-0.05,2.72,17672
-0.75,0.61,0.12,-1.11,0.39,2.63,17673
-0.75,0.62,0.12,-0.88,0.18,2.63,17674
-0.76,0.61,0.12,-1.10,-0.08,2.54,17675
-0.75,0.61,0.13,-0.94,0.01,2.71,17676
-0.75,0.61,0.12,-1.18,0.13,2.77,17677
-0.74,0.62,0.13,-1.05,0.10,2.80,17678
-0.75,0.62,0.12,-0.94,0.02,2.62,17679
-0.74,0.62,0.11,-1.11,0.03,2.55,17680
-0.76,0.61,0.12,-1.15,0.15,2.53,17681
-0.75,0.61,0.11,-1.20,0.24,2.68,17682
-0.76,0.61,0.12,-1.07,0.08,2.68,17683
-0.75,0.61,0.12,-1.05,-0.05,2.79,17684
-0.75,0.61,0.12,-1.05,0.07,2.69,17685
-0.75,0.62,0.12,-1.09,0.18,2.75,17686
-0.77,0.61,0.12,-1.13,-0.12,2.71,17687
-0.75,0.62,0.12,-1.14,0.09,2.70,17688
-0.77,0.61,0.11,-0.92,-0.02,2.63,17689
-0.75,0.61,0.10,-1.08,-0.03,2.85,17690
-0.75,0.61,0.11,-1.15,0.14,2.88,17691
-0.75,0.61,0.11,-1.02,-0.01,2.78,17692
-0.74,0.62,0.11,-1.00,0.02,2.95,17693
-0.76,0.61,0.11,-1.05,0.02,2.64,17694
-0.74,0.61,0.12,-1.28,0.39,2.72,17695
-0.75,0.61,0.11,-1.25,0.16,2.65,17696
-0.76,0.61,0.12,-1.05,0.12,2.84,17697
-0.75,0.62,0.13,-1.08,-0.09,2.72,17698
-0.76,0.62,0.11,-0.98,0.14,2.72,17699
-0.73,0.62,0.11,-1.05,-0.05,2.71,17700
-0.73,0.61,0.12,-1.38,0.39,2.79,17701
-0.75,0.62,0.12,-1.18,0.26,2.53,17702
-0.75,0.61,0.12,-1.10,0.16,2.67,17703
-0.75,0.61,0.12,-1.09,-0.01,2.54,17704
-0.75,0.61,0.12,-1.22,0.16,2.66,17705
-0.75,0.61,0.12,-1.11,-0.06,2.72,17706
-0.75,0.61,0.12,-1.14,0.25,2.71,17707
-0.75,0.62,0.12,-1.02,0.18,2.75,17708
-0.75,0.61,0.12,-1.09,0.10,2.72,17709
-0.75,0.62,0.12,-0.99,0.19,2.60,17710
-0.75,0.61,0.12,-1.07,-0.07,2.51,17711
-0.76,0.61,0.12,-1.04,0.02,2.82,17712
-0.75,0.61,0.12,-1.05,0.07,2.75,17713
-0.75,0.60,0.12,-1.08,0.05,2.84,17714
-0.75,0.61,0.11,-1.00,-0.08,2.82,17715
-0.76,0.61,0.11,-0.89,0.02,2.69,17716
-0.75,0.61,0.11,-0.88,-0.06,2.65,17717
-0.75,0.61,0.11,-1.17,0.28,2.73,17718
-0.75,0.61,0.11,-1.11,0.18,2.58,17719
-0.75,0.61,0.11,-1.11,0.05,2.66,17720
-0.75,0.61,0.12,-0.87,-0.02,2.66,17721
-0.75,0.61,0.12,-0.95,0.13,2.50,17722
-0.75,0.61,0.12,-1.12,0.50,2.70,17723
-0.76,0.60,0.12,-0.95,0.08,2.71,17724
-0.75,0.61,0.12,-0.92,0.17,2.46,17725
-0.75,0.62,0.13,-0.98,0.04,2.54,17726
-0.75,0.61,0.12,-0.98,0.01,2.51,17727
-0.75,0.61,0.12,-1.21,0.02,2.88,17728
-0.74,0.61,0.11,-1.24,0.18,2.69,17729
-0.74,0.61,0.12,-1.11,0.33,2.75,17730
-0.75,0.62,0.11,-1.25,0.47,2.74,17731
-0.74,0.61,0.11,-1.24,0.20,2.65,17732
-0.74,0.61,0.11,-1.23,0.19,2.74,17733
-0.75,0.61,0.12,-0.93,0.31,2.63,17734
-0.76,0.61,0.11,-1.08,0.02,2.72,17735
-0.74,0.62,0.12,-1.20,0.11,2.76,17736
-0.74,0.61,0.11,-0.94,0.17,2.60,17737
-0.75,0.61,0.12,-1.10,0.02,2.69,17738
-0.75,0.61,0.11,-0.92,0.24,2.70,17739
-0.76,0.61,0.12,-1.08,-0.08,2.67,17740
-0.76,0.61,0.11,-0.89,-0.08,2.70,17741
-0.75,0.61,0.11,-1.08,0.08,2.76,17742
-0.75,0.61,0.12,-1.17,0.15,2.50,17743
-0.75,0.61,0.13,-0.99,-0.11,2.65,17744
-0.75,0.61,0.12,-1.08,-0.02,2.50,17745
-0.75,0.61,0.10,-1.16,0.24,2.80,17746
-0.73,0.62,0.12,-1.50,0.81,2.79,17747
-0.75,0.61,0.12,-1.27,0.42,2.92,17748
-0.76,0.61,0.12,-0.98,0.02,2.75,17749
-0.74,0.61,0.13,-0.89,-0.08,2.50,17750
-0.75,0.61,0.13,-1.11,0.12,2.79,17751
-0.74,0.61,0.12,-0.95,0.18,2.75,17752
-0.75,0.61,0.11,-1.20,0.21,2.83,17753
-0.74,0.61,0.12,-1.21,0.12,2.54,17754
-0.75,0.62,0.11,-1.14,0.14,2.60,17755
-0.75,0.61,0.13,-1.16,0.01,2.83,17756
