19:55:10
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
-0.52,-0.81,-0.20,-2.21,1.37,2.05,106729
-0.54,-0.83,-0.20,-3.02,1.56,0.73,106730
-0.52,-0.83,-0.20,-2.91,1.56,-0.07,106731
-0.53,-0.86,-0.22,-3.37,2.34,0.03,106732
-0.56,-0.86,-0.22,-3.98,2.60,1.07,106733
-0.58,-0.84,-0.20,-3.83,1.63,1.33,106734
-0.54,-0.80,-0.18,-3.90,0.59,1.27,106735
-0.51,-0.80,-0.20,-3.79,0.90,0.43,106736
-0.55,-0.81,-0.20,-4.06,0.66,0.37,106737
-0.60,-0.80,-0.20,-4.83,-0.34,0.91,106738
-0.51,-0.86,-0.20,-4.72,0.02,2.92,106739
-0.49,-0.84,-0.19,-4.43,0.44,0.81,106740
-0.52,-0.84,-0.19,-3.24,0.61,1.01,106741
-0.55,-0.85,-0.21,-2.40,0.61,1.27,106742
-0.53,-0.83,-0.21,-2.08,0.73,1.40,106743
-0.55,-0.84,-0.23,-2.08,1.13,2.91,106744
-0.56,-0.80,-0.21,-2.50,0.98,3.79,106745
-0.53,-0.82,-0.19,-2.22,1.11,4.43,106746
-0.51,-0.84,-0.21,-2.14,1.61,3.30,106747
-0.54,-0.80,-0.20,-2.65,1.79,1.41,106748
-0.55,-0.85,-0.20,-1.64,1.72,3.05,106749
-0.53,-0.83,-0.21,-2.14,1.31,0.71,106750
-0.54,-0.81,-0.20,-1.86,1.56,-0.69,106751
-0.53,-0.85,-0.21,-1.59,1.54,0.34,106752
-0.56,-0.77,-0.20,-1.72,0.90,-0.55,106753
-0.54,-0.81,-0.21,-1.63,1.75,1.36,106754
-0.54,-0.83,-0.21,-2.56,1.57,0.85,106755
-0.57,-0.81,-0.20,-2.50,1.05,0.40,106756
-0.59,-0.83,-0.19,-2.35,0.29,0.84,106757
-0.54,-0.79,-0.19,-2.23,0.14,1.51,106758
-0.51,-0.83,-0.21,-2.33,1.23,1.27,106759
-0.54,-0.82,-0.21,-3.16,1.45,0.36,106760
-0.59,-0.82,-0.19,-2.84,1.07,2.24,106761
-0.57,-0.83,-0.19,-2.01,-0.11,3.69,106762
-0.55,-0.82,-0.20,-1.60,-0.15,2.87,106763
-0.53,-0.82,-0.22,-1.78,0.34,2.54,106764
-0.55,-0.80,-0.21,-2.56,0.79,2.69,106765
-0.55,-0.82,-0.19,-2.78,1.21,3.69,106766
-0.57,-0.80,-0.20,-3.11,0.44,2.34,106767
-0.54,-0.84,-0.19,-2.53,0.14,3.60,106768
-0.54,-0.85,-0.19,-2.08,-0.38,3.27,106769
-0.55,-0.80,-0.21,-2.80,-0.21,3.05,106770
-0.57,-0.81,-0.21,-2.71,0.09,4.00,106771
-0.51,-0.84,-0.21,-3.15,0.96,3.72,106772
-0.54,-0.83,-0.21,-3.23,0.75,2.18,106773
-0.58,-0.78,-0.19,-3.42,0.10,2.35,106774
-0.59,-0.82,-0.18,-3.50,-0.81,3.24,106775
-0.53,-0.81,-0.20,-4.17,-1.43,2.29,106776
-0.55,-0.78,-0.19,-5.18,-1.26,0.79,106777
-0.57,-0.79,-0.19,-6.93,-0.89,2.43,106778
-0.53,-0.82,-0.19,-7.46,-0.53,4.20,106779
-0.54,-0.86,-0.20,-7.21,-0.24,5.07,106780
-0.57,-0.85,-0.19,-6.24,-0.18,5.56,106781
-0.52,-0.86,-0.20,-4.21,-0.22,4.63,106782
-0.46,-0.88,-0.19,-1.98,0.65,3.11,106783
-0.51,-0.81,-0.19,-1.58,1.42,1.47,106784
-0.56,-0.80,-0.20,-1.44,2.51,2.93,106785
-0.51,-0.84,-0.23,-2.50,3.72,3.04,106786
-0.50,-0.81,-0.22,-3.14,5.60,2.63,106787
-0.56,-0.82,-0.19,-2.73,6.25,1.63,106788
-0.57,-0.85,-0.20,-1.51,4.73,2.51,106789
-0.57,-0.83,-0.19,-1.05,3.63,0.93,106790
-0.55,-0.80,-0.19,-0.46,2.60,0.65,106791
-0.57,-0.82,-0.19,0.11,2.10,1.14,106792
-0.53,-0.79,-0.22,-0.58,2.34,1.18,106793
-0.53,-0.82,-0.25,-2.34,4.17,0.95,106794
-0.58,-0.82,-0.21,-2.84,4.63,1.40,106795
-0.61,-0.82,-0.20,-2.28,3.34,3.31,106796
-0.57,-0.84,-0.20,-1.50,2.43,4.55,106797
-0.57,-0.81,-0.21,-1.31,1.48,2.77,106798
-0.57,-0.80,-0.21,-1.31,0.69,4.05,106799
-0.57,-0.80,-0.21,-2.21,0.19,3.57,106800
-0.56,-0.79,-0.21,-3.51,-0.24,3.08,106801
-0.57,-0.81,-0.19,-3.35,-0.27,4.05,106802
-0.57,-0.81,-0.19,-4.10,-0.77,4.05,106803
-0.55,-0.81,-0.21,-4.34,-0.85,3.82,106804
-0.53,-0.83,-0.20,-4.59,-0.60,2.73,106805
-0.56,-0.84,-0.21,-3.85,-1.10,1.86,106806
-0.57,-0.82,-0.20,-3.16,-1.50,1.92,106807
-0.53,-0.83,-0.21,-2.99,-1.47,1.01,106808
-0.52,-0.81,-0.21,-2.97,-1.05,-0.37,106809
-0.58,-0.78,-0.20,-3.35,-0.94,0.61,106810
-0.58,-0.81,-0.20,-3.79,-0.92,2.40,106811
-0.51,-0.83,-0.22,-4.39,-0.12,1.13,106812
-0.56,-0.85,-0.21,-4.05,0.47,0.28,106813
-0.59,-0.81,-0.19,-2.91,-0.25,2.12,106814
-0.54,-0.82,-0.20,-2.11,-0.84,2.56,106815
-0.53,-0.81,-0.21,-1.84,-0.28,2.12,106816
-0.58,-0.81,-0.21,-2.46,-0.26,2.82,106817
-0.58,-0.80,-0.21,-2.90,-0.84,4.32,106818
-0.55,-0.78,-0.20,-3.34,-0.63,4.17,106819
-0.53,-0.83,-0.20,-3.40,-0.02,4.66,106820
-0.55,-0.82,-0.20,-3.18,-0.11,3.71,106821
-0.51,-0.84,-0.21,-2.31,1.04,3.09,106822
-0.50,-0.84,-0.22,-1.75,2.08,1.04,106823
-0.57,-0.81,-0.20,-1.09,2.41,0.30,106824
-0.60,-0.81,-0.20,-0.92,2.02,1.14,106825
-0.57,-0.82,-0.21,-1.11,1.86,1.25,106826
-0.58,-0.80,-0.20,-1.31,1.79,1.24,106827
-0.59,-0.78,-0.19,-1.79,1.31,1.48,106828
-0.60,-0.79,-0.19,-2.48,0.83,1.44,106829
-0.58,-0.81,-0.19,-2.69,0.16,1.16,106830
-0.60,-0.80,-0.18,-3.15,-0.27,0.59,106831
-0.61,-0.80,-0.18,-3.40,-1.43,1.71,106832
-0.57,-0.80,-0.18,-3.53,-2.05,2.47,106833
-0.53,-0.82,-0.19,-3.20,-1.49,1.67,106834
-0.56,-0.82,-0.21,-3.08,-0.46,1.23,106835
-0.60,-0.79,-0.20,-3.19,-0.73,1.84,106836
-0.53,-0.84,-0.22,-2.48,0.23,3.82,106837
-0.53,-0.82,-0.21,-2.98,1.30,1.60,106838
-0.59,-0.80,-0.19,-2.37,1.34,1.70,106839
-0.58,-0.83,-0.20,-1.90,1.11,2.52,106840
-0.56,-0.79,-0.18,-1.87,0.62,1.90,106841
-0.59,-0.81,-0.19,-2.39,0.55,2.87,106842
-0.63,-0.78,-0.19,-3.27,-0.50,3.98,106843
-0.54,-0.82,-0.20,-3.56,-0.16,5.09,106844
-0.53,-0.83,-0.20,-4.08,0.70,2.25,106845
-0.56,-0.81,-0.19,-3.54,1.18,2.80,106846
-0.58,-0.84,-0.18,-2.66,0.72,4.36,106847
-0.56,-0.81,-0.19,-2.60,0.34,3.31,106848
-0.57,-0.80,-0.19,-1.94,0.37,4.18,106849
-0.59,-0.79,-0.20,-2.43,0.27,4.66,106850
-0.53,-0.79,-0.22,-3.08,1.66,4.12,106851
-0.51,-0.80,-0.22,-3.97,3.49,1.15,106852
-0.54,-0.81,-0.19,-3.35,4.23,0.02,106853
-0.61,-0.83,-0.18,-2.48,3.23,-1.27,106854
-0.56,-0.84,-0.18,-1.83,2.22,-0.94,106855
-0.58,-0.83,-0.20,-1.00,1.57,-1.85,106856
-0.58,-0.83,-0.21,-0.70,1.14,-1.98,106857
-0.57,-0.80,-0.22,-1.56,1.92,-2.14,106858
-0.59,-0.78,-0.21,-2.24,2.08,-1.14,106859
-0.57,-0.78,-0.19,-2.43,1.84,-0.25,106860
-0.61,-0.77,-0.18,-3.17,0.73,-0.59,106861
-0.61,-0.80,-0.20,-3.03,-0.07,0.52,106862
-0.57,-0.81,-0.20,-2.80,-0.68,1.59,106863
-0.56,-0.79,-0.20,-3.42,-0.34,0.79,106864
-0.59,-0.81,-0.20,-3.18,-0.37,1.83,106865
-0.56,-0.81,-0.22,-3.64,-0.49,1.84,106866
-0.53,-0.80,-0.22,-2.96,0.08,0.57,106867
-0.57,-0.85,-0.21,-1.79,0.28,1.07,106868
-0.64,-0.83,-0.20,-1.42,-0.96,1.02,106869
-0.65,-0.78,-0.19,-1.48,-2.52,1.27,106870
-0.57,-0.76,-0.18,-1.96,-2.95,3.93,106871
-0.55,-0.72,-0.18,-3.69,-3.21,4.79,106872
-0.55,-0.76,-0.21,-5.37,-2.23,7.01,106873
-0.56,-0.81,-0.25,-8.17,0.25,6.14,106874
-0.59,-0.84,-0.23,-7.98,1.70,7.59,106875
-0.60,-0.86,-0.19,-6.57,1.22,6.50,106876
-0.53,-0.82,-0.18,-5.22,0.41,5.42,106877
-0.55,-0.82,-0.19,-3.04,0.62,5.86,106878
-0.57,-0.78,-0.19,-2.09,0.18,4.96,106879
-0.58,-0.81,-0.19,-1.49,0.00,4.51,106880
-0.61,-0.83,-0.20,-1.27,-0.79,3.80,106881
-0.61,-0.80,-0.20,-1.21,-1.60,4.02,106882
-0.60,-0.78,-0.19,-1.69,-1.51,4.35,106883
-0.56,-0.77,-0.19,-3.63,-1.44,3.28,106884
-0.56,-0.76,-0.19,-4.82,-0.78,3.53,106885
-0.58,-0.80,-0.21,-4.76,-0.53,3.10,106886
-0.55,-0.82,-0.19,-4.43,0.18,2.25,106887
-0.53,-0.85,-0.19,-2.95,0.63,0.84,106888
-0.56,-0.82,-0.19,-2.17,0.81,1.47,106889
-0.60,-0.80,-0.19,-1.39,0.74,2.36,106890
-0.56,-0.82,-0.21,-1.47,0.71,2.06,106891
-0.54,-0.80,-0.21,-1.63,1.37,1.57,106892
-0.57,-0.80,-0.20,-1.64,2.17,2.60,106893
-0.61,-0.78,-0.20,-2.49,2.17,2.79,106894
-0.58,-0.82,-0.20,-2.95,1.98,2.64,106895
-0.56,-0.81,-0.20,-2.34,1.91,1.81,106896
-0.58,-0.81,-0.20,-1.83,1.83,1.88,106897
-0.61,-0.78,-0.20,-2.02,0.96,0.83,106898
-0.58,-0.79,-0.20,-1.37,1.27,2.41,106899
-0.57,-0.79,-0.22,-1.59,1.34,2.43,106900
-0.59,-0.76,-0.21,-2.16,1.90,2.66,106901
-0.61,-0.80,-0.21,-3.31,1.48,3.97,106902
-0.62,-0.77,-0.20,-2.99,0.71,4.34,106903
-0.57,-0.79,-0.20,-2.31,0.63,4.65,106904
-0.59,-0.80,-0.20,-2.67,0.56,3.14,106905
-0.56,-0.79,-0.21,-2.81,0.57,2.10,106906
-0.59,-0.78,-0.20,-2.83,0.72,0.63,106907
-0.60,-0.80,-0.20,-2.35,0.37,0.66,106908
-0.58,-0.80,-0.21,-2.31,0.56,-0.14,106909
-0.56,-0.81,-0.20,-2.33,1.05,-3.05,106910
-0.59,-0.79,-0.20,-1.64,1.05,-1.89,106911
-0.62,-0.76,-0.20,-2.37,0.61,-1.56,106912
-0.57,-0.80,-0.22,-2.69,0.73,-1.25,106913
-0.57,-0.78,-0.23,-3.37,2.08,-2.59,106914
-0.59,-0.78,-0.21,-3.92,2.47,-2.23,106915
-0.60,-0.78,-0.20,-4.00,2.27,-2.20,106916
-0.59,-0.79,-0.21,-4.06,1.86,-2.08,106917
-0.60,-0.79,-0.19,-3.61,1.45,-1.09,106918
-0.60,-0.79,-0.19,-3.70,1.09,-0.42,106919
-0.60,-0.80,-0.19,-3.40,1.14,0.04,106920
-0.58,-0.80,-0.21,-2.86,1.24,0.28,106921
-0.57,-0.81,-0.20,-1.89,1.20,0.31,106922
-0.58,-0.80,-0.20,-1.11,1.38,0.32,106923
-0.59,-0.79,-0.19,-1.14,1.47,0.30,106924
-0.60,-0.77,-0.20,-1.13,1.20,1.00,106925
-0.61,-0.78,-0.21,-2.00,1.31,1.17,106926
-0.57,-0.79,-0.22,-3.45,2.02,1.49,106927
-0.62,-0.78,-0.20,-4.38,1.61,1.36,106928
-0.62,-0.75,-0.20,-4.66,0.79,1.59,106929
-0.61,-0.80,-0.19,-4.48,0.14,1.74,106930
-0.59,-0.78,-0.19,-4.19,-0.70,-0.04,106931
-0.59,-0.80,-0.19,-3.43,-1.34,0.63,106932
-0.61,-0.79,-0.19,-3.98,-1.77,1.27,106933
-0.61,-0.78,-0.19,-4.19,-2.26,0.89,106934
-0.58,-0.81,-0.20,-4.19,-2.72,2.56,106935
-0.56,-0.80,-0.20,-3.81,-2.71,2.92,106936
-0.57,-0.79,-0.20,-3.85,-2.40,2.37,106937
-0.57,-0.79,-0.22,-4.80,-1.92,1.93,106938
-0.59,-0.81,-0.22,-5.30,-1.73,2.21,106939
-0.60,-0.80,-0.19,-5.05,-1.78,2.85,106940
-0.58,-0.80,-0.18,-5.12,-2.18,2.36,106941
-0.54,-0.82,-0.19,-4.75,-2.00,2.89,106942
-0.56,-0.81,-0.20,-4.05,-1.49,2.70,106943
-0.60,-0.82,-0.21,-3.72,-1.68,3.53,106944
-0.60,-0.80,-0.21,-3.87,-1.77,3.66,106945
-0.56,-0.78,-0.21,-3.65,-0.83,2.24,106946
-0.53,-0.81,-0.21,-2.87,0.48,3.44,106947
-0.57,-0.80,-0.19,-2.76,0.79,2.34,106948
-0.57,-0.80,-0.19,-2.66,0.99,2.09,106949
-0.55,-0.85,-0.19,-2.27,1.21,2.09,106950
-0.56,-0.82,-0.19,-1.63,1.24,2.86,106951
-0.62,-0.81,-0.20,-1.65,1.27,3.57,106952
-0.59,-0.78,-0.20,-2.08,1.05,5.05,106953
-0.57,-0.80,-0.20,-2.24,1.56,4.50,106954
-0.58,-0.78,-0.19,-2.04,1.82,4.63,106955
-0.60,-0.78,-0.19,-2.69,1.61,4.67,106956
-0.57,-0.80,-0.20,-2.97,1.69,4.02,106957
-0.56,-0.80,-0.20,-3.01,1.79,3.92,106958
-0.60,-0.78,-0.19,-2.24,1.66,4.97,106959
-0.61,-0.80,-0.20,-2.56,1.25,6.63,106960
-0.60,-0.79,-0.19,-2.85,1.08,6.42,106961
-0.59,-0.79,-0.20,-2.44,0.87,6.05,106962
-0.58,-0.79,-0.20,-1.67,1.02,6.27,106963
-0.60,-0.79,-0.19,-1.67,1.01,6.00,106964
-0.61,-0.78,-0.21,-2.29,0.52,6.45,106965
-0.64,-0.76,-0.21,-2.63,-0.16,5.96,106966
-0.58,-0.78,-0.21,-2.50,-0.24,6.00,106967
-0.55,-0.78,-0.22,-2.92,0.16,2.63,106968
-0.57,-0.78,-0.22,-3.02,0.76,1.39,106969
-0.59,-0.80,-0.22,-3.33,1.44,-0.01,106970
-0.62,-0.79,-0.21,-3.42,0.85,-0.10,106971
-0.63,-0.78,-0.21,-2.72,0.89,2.83,106972
-0.63,-0.76,-0.19,-2.88,0.14,3.92,106973
-0.61,-0.78,-0.21,-3.02,-0.08,3.14,106974
-0.57,-0.78,-0.21,-2.66,0.02,1.80,106975
-0.60,-0.77,-0.19,-2.96,0.14,0.52,106976
-0.63,-0.76,-0.20,-3.46,-0.05,1.54,106977
-0.62,-0.77,-0.20,-4.44,-0.37,2.79,106978
-0.58,-0.80,-0.21,-4.69,-0.34,2.28,106979
-0.60,-0.78,-0.20,-4.92,-0.31,1.53,106980
-0.63,-0.75,-0.19,-5.28,-0.32,1.85,106981
-0.56,-0.77,-0.19,-5.57,0.14,2.85,106982
-0.56,-0.80,-0.20,-5.66,1.40,1.63,106983
-0.58,-0.79,-0.19,-5.43,2.29,0.84,106984
-0.61,-0.78,-0.20,-5.63,2.50,2.23,106985
-0.61,-0.80,-0.20,-5.47,2.80,2.85,106986
-0.59,-0.79,-0.20,-5.08,2.79,3.37,106987
-0.61,-0.78,-0.18,-4.98,2.61,3.37,106988
-0.62,-0.78,-0.15,-3.26,1.19,3.04,106989
-0.56,-0.81,-0.21,-1.77,1.61,2.11,106990
-0.53,-0.81,-0.22,-0.63,2.98,-0.50,106991
-0.60,-0.78,-0.22,-0.08,3.65,-0.71,106992
-0.64,-0.78,-0.22,-0.36,4.12,0.38,106993
-0.64,-0.79,-0.21,-0.69,3.56,0.00,106994
-0.62,-0.76,-0.19,-0.98,2.76,0.27,106995
-0.65,-0.74,-0.18,-1.66,1.53,0.97,106996
-0.65,-0.73,-0.19,-2.63,0.09,0.97,106997
-0.64,-0.75,-0.20,-3.53,-0.69,0.21,106998
-0.62,-0.76,-0.20,-4.12,-1.04,0.17,106999
-0.61,-0.77,-0.21,-4.32,-1.21,0.04,107000
-0.61,-0.77,-0.21,-4.56,-1.37,-1.48,107001
-0.60,-0.79,-0.22,-4.21,-1.30,-1.12,107002
-0.61,-0.79,-0.22,-3.46,-1.06,-0.23,107003
-0.60,-0.78,-0.22,-2.80,-0.69,0.56,107004
-0.62,-0.77,-0.21,-3.45,-0.68,0.97,107005
-0.62,-0.76,-0.21,-3.19,-0.35,2.23,107006
-0.61,-0.79,-0.21,-3.26,-0.34,3.21,107007
-0.59,-0.77,-0.22,-3.92,0.05,2.54,107008
-0.57,-0.78,-0.21,-3.30,1.21,2.18,107009
-0.61,-0.81,-0.22,-3.32,1.58,2.23,107010
-0.60,-0.79,-0.22,-3.44,1.56,1.97,107011
-0.60,-0.78,-0.21,-3.55,1.53,1.36,107012
-0.62,-0.76,-0.18,-3.94,1.21,1.37,107013
-0.62,-0.77,-0.18,-3.50,0.18,2.49,107014
-0.60,-0.77,-0.20,-3.83,-0.46,1.27,107015
-0.61,-0.77,-0.20,-4.05,-0.37,1.29,107016
-0.62,-0.78,-0.21,-4.14,-0.63,1.96,107017
-0.57,-0.79,-0.21,-4.23,0.05,2.07,107018
-0.58,-0.79,-0.20,-3.37,0.30,1.74,107019
-0.62,-0.78,-0.19,-3.21,-0.35,2.13,107020
-0.65,-0.76,-0.18,-3.08,-1.38,2.46,107021
-0.59,-0.78,-0.21,-3.56,-1.10,2.59,107022
-0.56,-0.79,-0.21,-3.87,-0.26,2.43,107023
-0.58,-0.76,-0.19,-3.95,0.38,1.52,107024
-0.61,-0.79,-0.19,-3.76,0.35,2.74,107025
-0.58,-0.80,-0.20,-3.24,0.73,2.58,107026
-0.60,-0.82,-0.20,-2.59,0.84,3.18,107027
-0.62,-0.79,-0.19,-2.30,0.53,4.22,107028
-0.59,-0.78,-0.20,-2.49,0.37,3.46,107029
-0.56,-0.77,-0.20,-2.67,1.07,2.37,107030
-0.57,-0.79,-0.20,-2.86,2.31,1.15,107031
-0.58,-0.79,-0.21,-2.63,2.56,0.08,107032
-0.61,-0.81,-0.21,-2.44,2.89,-0.35,107033
-0.64,-0.78,-0.20,-1.95,1.86,0.42,107034
-0.64,-0.78,-0.20,-1.11,1.41,1.73,107035
-0.62,-0.75,-0.21,-1.07,1.08,3.42,107036
-0.60,-0.75,-0.22,-1.85,1.24,2.38,107037
-0.60,-0.75,-0.20,-2.27,1.79,2.52,107038
-0.62,-0.77,-0.20,-2.64,1.92,1.87,107039
-0.62,-0.80,-0.20,-2.37,1.44,2.25,107040
-0.64,-0.78,-0.20,-2.14,0.71,2.66,107041
-0.64,-0.77,-0.20,-2.21,-0.18,3.32,107042
-0.62,-0.75,-0.21,-2.58,-0.39,3.99,107043
-0.58,-0.76,-0.21,-2.99,0.45,3.89,107044
-0.62,-0.77,-0.21,-3.46,0.72,3.49,107045
-0.65,-0.78,-0.20,-3.64,0.32,3.85,107046
-0.62,-0.79,-0.20,-3.18,-0.44,3.52,107047
-0.60,-0.78,-0.19,-2.18,-0.47,3.22,107048
-0.60,-0.77,-0.21,-2.11,-0.63,3.59,107049
-0.63,-0.76,-0.21,-2.60,-1.12,3.83,107050
-0.60,-0.78,-0.22,-3.83,-0.61,1.95,107051
-0.61,-0.77,-0.21,-3.37,-0.07,3.24,107052
-0.60,-0.75,-0.19,-2.66,-0.12,4.21,107053
-0.58,-0.76,-0.21,-3.24,0.29,3.46,107054
-0.61,-0.79,-0.22,-3.38,1.00,3.33,107055
-0.65,-0.79,-0.21,-3.05,0.31,4.37,107056
-0.64,-0.79,-0.19,-2.76,-0.50,5.47,107057
-0.62,-0.77,-0.19,-2.85,-1.14,5.58,107058
-0.59,-0.74,-0.20,-2.99,-0.72,5.30,107059
-0.59,-0.75,-0.21,-3.66,0.31,4.90,107060
-0.60,-0.77,-0.20,-4.41,0.59,4.63,107061
-0.63,-0.78,-0.20,-4.47,0.40,3.94,107062
-0.65,-0.79,-0.20,-3.81,-0.53,4.74,107063
-0.65,-0.76,-0.20,-3.31,-1.43,3.71,107064
-0.60,-0.75,-0.22,-3.17,-1.24,3.43,107065
-0.57,-0.76,-0.21,-3.64,-0.50,2.26,107066
-0.60,-0.76,-0.21,-3.36,0.21,1.98,107067
-0.62,-0.78,-0.22,-3.49,0.08,2.31,107068
-0.64,-0.79,-0.22,-2.96,-0.12,3.09,107069
-0.64,-0.77,-0.21,-2.13,-0.72,3.65,107070
-0.61,-0.76,-0.22,-2.04,-0.79,3.36,107071
-0.58,-0.76,-0.21,-2.35,-0.24,1.84,107072
-0.60,-0.77,-0.22,-2.45,0.62,0.08,107073
-0.62,-0.76,-0.21,-2.44,1.04,0.28,107074
-0.65,-0.75,-0.21,-3.24,1.00,1.02,107075
-0.66,-0.76,-0.20,-3.17,0.27,2.13,107076
-0.62,-0.77,-0.21,-3.02,-0.16,3.24,107077
-0.62,-0.76,-0.21,-3.05,-0.11,1.61,107078
-0.61,-0.75,-0.20,-3.18,0.17,2.05,107079
-0.61,-0.74,-0.20,-3.61,0.02,2.03,107080
-0.63,-0.75,-0.20,-3.60,0.04,2.82,107081
-0.66,-0.77,-0.20,-3.36,-0.31,2.66,107082
-0.63,-0.79,-0.20,-2.85,-0.84,1.84,107083
-0.62,-0.77,-0.20,-2.38,-1.29,0.43,107084
-0.62,-0.75,-0.19,-2.67,-1.49,0.26,107085
-0.62,-0.74,-0.20,-4.12,-1.28,0.66,107086
-0.61,-0.76,-0.22,-5.21,-0.66,0.78,107087
-0.61,-0.77,-0.20,-4.88,0.24,2.16,107088
-0.56,-0.79,-0.20,-3.31,1.21,2.48,107089
-0.62,-0.81,-0.21,-1.75,1.81,2.57,107090
-0.65,-0.80,-0.21,-0.17,1.25,3.31,107091
-0.64,-0.80,-0.20,1.31,0.95,4.08,107092
-0.62,-0.75,-0.19,1.77,0.78,3.89,107093
-0.62,-0.76,-0.17,1.97,-0.65,2.27,107094
-0.58,-0.81,-0.15,3.18,-2.08,-3.37,107095
-0.58,-0.82,-0.18,4.82,-2.61,-10.74,107096
-0.61,-0.77,-0.17,6.30,-3.66,-13.79,107097
-0.67,-0.78,-0.13,8.87,-6.69,-15.19,107098
-0.65,-0.77,-0.15,11.47,-9.65,-15.32,107099
-0.63,-0.77,-0.24,11.20,-8.93,-15.36,107100
-0.64,-0.72,-0.20,8.84,-8.40,-15.40,107101
-0.64,-0.79,-0.10,11.10,-10.99,-16.34,107102
-0.62,-0.79,-0.15,14.47,-13.60,-18.01,107103
-0.63,-0.69,-0.25,11.66,-12.27,-17.28,107104
-0.63,-0.76,-0.19,10.01,-11.48,-15.30,107105
-0.64,-0.79,-0.14,12.34,-13.24,-14.71,107106
-0.63,-0.80,-0.17,14.11,-14.85,-15.05,107107
-0.55,-0.86,-0.18,14.50,-14.88,-20.91,107108
-0.52,-0.91,-0.02,17.46,-21.17,-32.07,107109
-0.61,-0.99,0.09,34.60,-30.17,-93.21,107110
-1.05,-0.65,-0.19,43.61,-37.30,-82.93,107111
-0.62,-0.90,-0.36,43.06,-29.88,-58.78,107112
-0.28,-0.76,-0.58,23.69,-14.91,-52.65,107113
-0.38,-0.85,-0.31,5.99,-1.41,-68.39,107114
-0.61,-0.72,-0.13,7.59,-1.54,-66.36,107115
-0.92,-0.98,0.10,18.01,-10.94,-55.03,107116
-0.67,-0.92,-0.02,27.37,-20.50,-50.23,107117
-0.42,-0.84,-0.17,26.28,-19.89,-55.46,107118
-0.60,-0.83,-0.18,26.52,-18.91,-55.27,107119
-0.64,-0.69,-0.15,25.40,-18.27,-47.87,107120
-0.63,-0.69,-0.14,21.14,-17.46,-39.75,107121
-0.45,-0.84,-0.16,18.10,-15.62,-41.97,107122
-0.53,-0.88,-0.14,17.53,-14.27,-43.36,107123
-0.73,-0.84,-0.08,20.73,-18.06,-35.54,107124
-0.54,-0.82,-0.10,20.86,-19.43,-33.25,107125
-0.47,-0.88,-0.17,19.51,-18.08,-37.25,107126
-0.60,-0.87,-0.14,20.51,-17.33,-34.97,107127
-0.58,-0.81,-0.10,20.14,-18.07,-31.81,107128
-0.46,-0.80,-0.07,17.90,-18.14,-35.26,107129
-0.53,-0.85,-0.11,18.81,-18.40,-35.45,107130
-0.57,-0.79,-0.15,18.71,-17.71,-30.66,107131
-0.52,-0.88,-0.10,17.17,-17.01,-31.10,107132
-0.50,-0.85,-0.07,16.72,-17.58,-34.37,107133
-0.56,-0.87,-0.11,19.26,-18.20,-31.39,107134
-0.48,-0.88,-0.12,18.39,-17.39,-31.72,107135
-0.51,-0.90,-0.05,18.20,-18.31,-35.68,107136
