20:00:47
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
-0.61,-0.77,-0.18,-2.50,1.47,-0.24,167215
-0.62,-0.77,-0.18,-2.75,0.76,-1.10,167216
-0.62,-0.78,-0.19,-2.71,0.44,-1.30,167217
-0.58,-0.78,-0.17,-2.95,0.55,-2.41,167218
-0.59,-0.79,-0.19,-2.90,0.97,-3.80,167219
-0.61,-0.80,-0.18,-2.59,1.08,-3.95,167220
-0.61,-0.79,-0.18,-1.66,0.95,-1.92,167221
-0.62,-0.78,-0.19,-1.07,1.32,-0.05,167222
-0.63,-0.77,-0.18,-2.51,1.37,-0.40,167223
-0.61,-0.77,-0.18,-2.78,0.99,0.51,167224
-0.57,-0.79,-0.19,-3.24,1.42,-0.34,167225
-0.59,-0.81,-0.18,-3.61,1.58,-2.14,167226
-0.62,-0.81,-0.17,-3.05,0.98,-2.03,167227
-0.61,-0.79,-0.16,-1.90,-0.03,0.12,167228
-0.62,-0.78,-0.19,-1.79,0.22,1.21,167229
-0.58,-0.78,-0.19,-3.24,0.55,0.69,167230
-0.61,-0.76,-0.19,-3.47,0.61,1.07,167231
-0.61,-0.77,-0.18,-3.41,0.22,3.40,167232
-0.62,-0.78,-0.19,-4.02,0.27,2.27,167233
-0.59,-0.80,-0.18,-3.61,0.48,3.06,167234
-0.59,-0.82,-0.18,-2.94,0.21,3.32,167235
-0.56,-0.80,-0.17,-2.47,0.36,2.92,167236
-0.58,-0.81,-0.20,-2.45,1.08,1.99,167237
-0.59,-0.79,-0.18,-2.12,1.11,2.11,167238
-0.60,-0.80,-0.19,-1.61,1.28,2.76,167239
-0.59,-0.79,-0.19,-1.82,1.08,2.66,167240
-0.60,-0.79,-0.18,-2.32,1.51,2.13,167241
-0.59,-0.79,-0.19,-2.53,1.69,2.29,167242
-0.62,-0.78,-0.17,-1.73,1.31,3.08,167243
-0.62,-0.77,-0.18,-1.46,0.83,3.72,167244
-0.61,-0.77,-0.18,-2.04,0.81,3.00,167245
-0.61,-0.77,-0.18,-2.55,0.53,2.82,167246
-0.62,-0.78,-0.19,-2.52,0.31,1.92,167247
-0.59,-0.78,-0.18,-2.74,0.63,2.19,167248
-0.57,-0.80,-0.20,-1.89,1.44,2.14,167249
-0.59,-0.79,-0.20,-1.59,2.20,1.20,167250
-0.62,-0.78,-0.19,-1.12,2.34,0.96,167251
-0.63,-0.76,-0.18,-1.19,2.14,0.68,167252
-0.63,-0.75,-0.17,-1.36,1.73,0.94,167253
-0.63,-0.75,-0.18,-2.56,1.25,-0.08,167254
-0.64,-0.75,-0.19,-3.55,0.89,-0.95,167255
-0.65,-0.76,-0.17,-3.52,-0.11,-0.02,167256
-0.64,-0.76,-0.17,-3.28,-1.05,0.97,167257
-0.61,-0.77,-0.19,-3.63,-0.90,1.23,167258
-0.62,-0.79,-0.21,-4.01,-0.77,1.40,167259
-0.62,-0.76,-0.18,-3.63,-0.75,3.17,167260
-0.61,-0.77,-0.20,-3.34,-0.15,4.78,167261
-0.59,-0.79,-0.20,-3.72,0.53,4.09,167262
-0.61,-0.78,-0.19,-3.55,0.82,3.70,167263
-0.61,-0.78,-0.18,-2.82,0.63,3.72,167264
-0.58,-0.78,-0.17,-3.11,0.31,2.35,167265
-0.62,-0.77,-0.18,-3.59,0.32,-0.37,167266
-0.62,-0.77,-0.18,-3.41,-0.60,-0.50,167267
-0.61,-0.78,-0.19,-2.69,-0.50,-0.34,167268
-0.58,-0.77,-0.19,-3.14,0.25,-1.16,167269
-0.59,-0.80,-0.19,-3.54,0.97,-3.18,167270
-0.61,-0.79,-0.19,-2.79,1.27,-2.82,167271
-0.59,-0.80,-0.19,-1.75,1.17,-2.45,167272
-0.58,-0.80,-0.19,-1.30,1.86,-3.47,167273
-0.62,-0.79,-0.20,-2.01,2.40,-4.53,167274
-0.64,-0.76,-0.18,-1.89,1.56,-3.27,167275
-0.63,-0.75,-0.16,-1.98,0.95,-1.71,167276
-0.63,-0.75,-0.18,-3.67,0.90,-2.12,167277
-0.63,-0.76,-0.17,-4.43,0.47,-0.60,167278
-0.64,-0.76,-0.17,-4.37,-0.44,0.93,167279
-0.61,-0.78,-0.18,-4.22,-0.62,1.26,167280
-0.62,-0.78,-0.17,-4.57,-1.15,0.47,167281
-0.64,-0.77,-0.18,-4.07,-1.47,0.84,167282
-0.59,-0.80,-0.20,-3.42,-1.12,2.05,167283
-0.59,-0.79,-0.20,-3.66,-0.34,1.48,167284
-0.59,-0.79,-0.20,-3.67,0.42,2.19,167285
-0.59,-0.79,-0.20,-3.28,1.08,3.24,167286
-0.59,-0.80,-0.19,-2.04,1.42,4.17,167287
-0.61,-0.81,-0.19,-2.08,1.27,3.94,167288
-0.65,-0.76,-0.17,-2.03,0.29,4.18,167289
-0.61,-0.77,-0.18,-2.62,0.36,4.55,167290
-0.56,-0.75,-0.19,-3.18,1.04,3.31,167291
-0.59,-0.78,-0.19,-3.38,2.24,1.24,167292
-0.62,-0.82,-0.16,-3.12,1.46,1.05,167293
-0.63,-0.80,-0.17,-2.05,0.34,1.73,167294
-0.62,-0.78,-0.17,-1.30,-0.59,2.57,167295
-0.62,-0.74,-0.19,-1.64,-0.29,1.63,167296
-0.58,-0.75,-0.19,-2.27,0.89,2.50,167297
-0.62,-0.77,-0.19,-3.13,1.37,3.08,167298
-0.62,-0.79,-0.18,-2.98,1.40,4.37,167299
-0.61,-0.80,-0.18,-2.73,1.47,3.35,167300
-0.59,-0.80,-0.18,-2.31,1.30,2.06,167301
-0.61,-0.78,-0.17,-1.84,0.84,1.25,167302
-0.63,-0.75,-0.17,-1.88,0.73,1.75,167303
-0.64,-0.74,-0.19,-3.08,0.24,1.88,167304
-0.62,-0.73,-0.20,-4.25,0.73,2.50,167305
-0.64,-0.78,-0.18,-4.32,0.50,2.85,167306
-0.63,-0.77,-0.17,-3.93,-0.17,3.41,167307
-0.59,-0.81,-0.18,-2.76,-0.11,2.88,167308
-0.58,-0.79,-0.20,-1.81,0.37,1.08,167309
-0.62,-0.77,-0.17,-1.33,0.40,1.44,167310
-0.63,-0.75,-0.19,-1.47,0.74,2.40,167311
-0.59,-0.76,-0.20,-2.11,1.92,2.04,167312
-0.60,-0.77,-0.20,-2.02,2.85,1.50,167313
-0.62,-0.78,-0.18,-1.95,3.19,1.59,167314
-0.63,-0.77,-0.17,-1.08,2.31,1.89,167315
-0.62,-0.77,-0.17,-0.67,1.80,2.80,167316
-0.67,-0.74,-0.17,-1.14,0.91,1.38,167317
-0.65,-0.74,-0.18,-2.06,0.20,2.47,167318
-0.62,-0.73,-0.18,-3.21,0.24,2.27,167319
-0.61,-0.76,-0.19,-4.10,1.11,0.92,167320
-0.65,-0.78,-0.17,-3.93,0.95,0.74,167321
-0.64,-0.78,-0.17,-2.78,-0.03,1.09,167322
-0.59,-0.77,-0.18,-1.48,0.18,1.79,167323
-0.62,-0.76,-0.19,-1.71,0.58,1.54,167324
-0.65,-0.74,-0.19,-2.17,0.73,2.32,167325
-0.63,-0.76,-0.19,-2.52,1.14,4.27,167326
-0.61,-0.74,-0.18,-3.79,1.42,2.89,167327
-0.63,-0.76,-0.16,-3.96,1.10,1.40,167328
-0.64,-0.78,-0.17,-3.20,0.49,1.47,167329
-0.60,-0.79,-0.18,-2.83,-0.40,1.12,167330
-0.62,-0.78,-0.18,-3.07,-0.74,-0.39,167331
-0.66,-0.75,-0.18,-3.37,-0.98,0.08,167332
-0.63,-0.74,-0.20,-3.40,-0.54,2.03,167333
-0.57,-0.75,-0.20,-3.63,0.99,2.24,167334
-0.57,-0.81,-0.20,-3.06,2.78,0.15,167335
-0.64,-0.81,-0.18,-2.60,2.41,-0.77,167336
-0.65,-0.78,-0.17,-1.44,0.96,0.01,167337
-0.62,-0.76,-0.17,-0.58,0.34,0.65,167338
-0.62,-0.74,-0.18,-1.49,0.37,-0.84,167339
-0.62,-0.74,-0.20,-3.37,0.73,-2.29,167340
-0.63,-0.74,-0.18,-3.67,0.87,-0.02,167341
-0.64,-0.77,-0.19,-3.87,0.88,0.69,167342
-0.63,-0.77,-0.17,-3.99,0.31,0.87,167343
-0.63,-0.79,-0.17,-3.50,0.05,1.95,167344
-0.60,-0.77,-0.17,-2.37,-0.57,2.63,167345
-0.60,-0.75,-0.18,-2.58,-0.22,2.24,167346
-0.61,-0.76,-0.19,-3.41,0.26,1.76,167347
-0.60,-0.79,-0.20,-3.82,0.91,1.73,167348
-0.60,-0.79,-0.18,-3.54,1.21,1.36,167349
-0.64,-0.79,-0.16,-2.70,0.64,0.80,167350
-0.62,-0.78,-0.16,-2.02,-0.29,1.63,167351
-0.59,-0.75,-0.19,-1.51,0.25,1.49,167352
-0.60,-0.77,-0.20,-1.94,1.28,1.72,167353
-0.62,-0.77,-0.20,-2.63,2.05,1.61,167354
-0.62,-0.76,-0.17,-2.68,1.73,1.60,167355
-0.60,-0.78,-0.17,-1.60,1.36,1.63,167356
-0.60,-0.78,-0.18,-1.17,1.81,-0.21,167357
-0.65,-0.78,-0.17,-1.58,0.40,-3.63,167358
-0.46,-0.90,-0.18,-1.51,0.90,-15.62,167359
-0.46,-0.79,-0.00,2.73,-1.75,-27.10,167360
-0.75,-0.88,0.07,19.01,-13.34,-24.98,167361
-0.52,-0.83,-0.10,23.01,-18.80,-32.60,167362
-0.48,-0.95,-0.13,23.56,-18.29,-49.27,167363
-0.66,-0.88,-0.08,29.90,-22.25,-50.75,167364
-0.73,-0.71,-0.14,32.09,-26.21,-45.33,167365
-0.51,-0.83,-0.14,29.91,-25.84,-53.72,167366
-0.59,-0.90,-0.08,33.73,-28.43,-62.96,167367
-0.74,-0.78,-0.11,40.91,-32.24,-57.30,167368
-0.59,-0.85,-0.14,41.06,-33.46,-58.06,167369
-0.48,-0.94,-0.11,40.67,-33.13,-68.78,167370
-0.67,-0.92,-0.12,45.35,-35.12,-67.57,167371
-0.63,-0.77,-0.16,44.64,-35.27,-61.69,167372
-0.47,-0.80,-0.13,41.82,-34.11,-65.90,167373
-0.52,-0.80,-0.11,40.88,-34.05,-69.88,167374
-0.72,-0.75,-0.09,42.65,-35.87,-61.77,167375
-0.49,-0.81,-0.09,41.97,-36.48,-62.00,167376
-0.47,-0.78,-0.07,38.82,-36.13,-71.98,167377
-0.62,-0.70,-0.07,40.47,-35.65,-66.58,167378
-0.58,-0.74,-0.08,40.59,-37.58,-60.40,167379
-0.43,-0.79,-0.05,38.41,-37.51,-67.01,167380
-0.49,-0.83,-0.07,38.28,-37.38,-68.93,167381
-0.59,-0.78,-0.05,37.60,-38.36,-62.48,167382
-0.46,-0.80,-0.06,35.77,-37.80,-63.35,167383
-0.50,-0.84,-0.06,33.79,-36.92,-67.67,167384
-0.59,-0.80,-0.05,34.96,-37.29,-59.92,167385
-0.49,-0.99,-0.05,36.01,-38.18,-59.87,167386
-0.42,-1.06,-0.06,35.93,-38.17,-68.16,167387
-0.60,-0.96,-0.08,38.70,-37.75,-62.73,167388
-0.54,-0.92,-0.06,38.19,-38.14,-56.38,167389
-0.36,-1.00,-0.02,35.42,-37.61,-66.12,167390
-0.53,-1.07,0.01,38.91,-39.78,-70.40,167391
-0.58,-0.90,-0.02,41.58,-41.85,-63.16,167392
-0.42,-0.91,-0.06,38.81,-39.95,-64.21,167393
-0.47,-0.89,-0.02,35.95,-39.22,-66.43,167394
-0.58,-0.79,-0.02,36.54,-39.71,-57.41,167395
-0.34,-0.92,0.02,34.81,-40.14,-61.06,167396
-0.37,-0.94,0.09,34.82,-42.56,-70.83,167397
-0.51,-0.85,0.07,40.45,-44.72,-64.48,167398
-0.42,-0.77,-0.02,38.65,-44.01,-58.61,167399
-0.27,-0.84,0.01,32.95,-41.23,-65.12,167400
-0.39,-0.88,0.10,35.19,-42.29,-66.68,167401
-0.47,-0.78,0.06,37.82,-44.60,-61.10,167402
-0.31,-0.88,0.02,34.66,-42.95,-64.99,167403
-0.37,-0.91,0.02,32.94,-41.58,-67.86,167404
-0.48,-0.86,0.03,35.04,-39.38,-58.62,167405
-0.37,-0.96,0.04,31.75,-38.78,-59.29,167406
-0.36,-1.09,0.14,31.05,-41.57,-67.36,167407
-0.45,-1.09,0.10,35.98,-45.12,-65.41,167408
-0.48,-0.95,0.01,33.98,-44.90,-59.25,167409
-0.39,-1.00,0.05,28.89,-43.84,-61.19,167410
-0.42,-1.05,0.12,30.01,-46.08,-62.72,167411
-0.46,-0.92,0.06,32.15,-47.50,-58.53,167412
-0.31,-0.94,0.07,28.39,-48.37,-64.08,167413
-0.38,-0.97,0.17,30.53,-50.61,-69.20,167414
-0.42,-0.89,0.09,35.67,-50.25,-63.32,167415
-0.32,-0.76,0.04,31.71,-47.37,-61.36,167416
-0.26,-0.82,0.15,28.28,-46.91,-66.68,167417
-0.38,-0.86,0.20,32.44,-49.95,-67.26,167418
-0.35,-0.74,0.07,31.77,-48.84,-63.29,167419
-0.28,-0.84,0.12,28.56,-46.45,-64.70,167420
-0.33,-0.93,0.20,30.46,-48.50,-65.37,167421
-0.36,-0.91,0.12,32.91,-47.80,-59.87,167422
-0.22,-0.96,0.07,26.63,-46.29,-61.51,167423
-0.24,-1.08,0.20,26.14,-47.10,-65.35,167424
-0.31,-1.12,0.16,31.26,-49.16,-61.08,167425
-0.23,-1.00,0.05,26.75,-47.47,-59.62,167426
-0.15,-1.08,0.14,22.27,-46.44,-65.14,167427
-0.25,-1.13,0.25,27.09,-50.52,-66.51,167428
-0.26,-0.95,0.14,30.00,-50.97,-61.48,167429
-0.15,-0.93,0.13,25.96,-50.00,-62.87,167430
-0.21,-0.97,0.23,25.36,-51.32,-65.65,167431
-0.27,-0.89,0.19,28.72,-51.25,-60.56,167432
-0.18,-0.79,0.15,23.65,-51.42,-60.71,167433
-0.13,-0.89,0.26,21.49,-53.35,-68.27,167434
-0.26,-0.94,0.27,27.38,-56.82,-66.19,167435
-0.22,-0.77,0.12,25.75,-54.27,-61.13,167436
-0.11,-0.88,0.17,21.88,-51.63,-62.46,167437
-0.16,-1.01,0.28,25.19,-53.87,-63.29,167438
-0.21,-0.99,0.20,28.32,-53.67,-58.64,167439
-0.10,-1.02,0.11,22.46,-52.09,-60.80,167440
-0.08,-1.12,0.24,22.49,-52.57,-64.32,167441
-0.17,-1.13,0.22,27.47,-53.88,-61.16,167442
-0.21,-0.95,0.17,24.14,-53.45,-58.42,167443
-0.12,-1.06,0.26,22.46,-55.40,-62.27,167444
-0.17,-1.03,0.30,25.07,-59.59,-65.36,167445
-0.26,-0.88,0.19,25.30,-58.39,-60.22,167446
-0.15,-0.90,0.21,20.11,-57.87,-61.58,167447
-0.13,-0.93,0.30,20.58,-60.80,-65.93,167448
-0.18,-0.88,0.25,24.71,-60.54,-62.52,167449
-0.12,-0.78,0.19,20.33,-58.40,-60.09,167450
-0.10,-0.82,0.27,18.82,-58.72,-62.37,167451
-0.10,-0.87,0.29,21.73,-59.48,-62.67,167452
-0.13,-0.79,0.21,22.04,-57.54,-59.51,167453
0.01,-0.96,0.26,19.98,-57.61,-61.85,167454
-0.01,-0.99,0.30,22.88,-59.76,-65.32,167455
-0.06,-0.98,0.22,27.08,-57.72,-59.51,167456
0.02,-0.98,0.20,22.17,-55.98,-57.64,167457
0.06,-1.08,0.29,19.91,-56.60,-61.41,167458
-0.01,-1.09,0.30,24.11,-57.35,-58.88,167459
-0.01,-0.97,0.21,22.56,-56.75,-54.42,167460
0.07,-1.04,0.28,17.37,-56.48,-57.63,167461
0.05,-1.10,0.32,19.92,-59.30,-59.07,167462
0.03,-1.05,0.23,22.79,-58.28,-55.13,167463
0.08,-0.96,0.23,16.30,-59.14,-57.45,167464
0.07,-1.01,0.33,16.72,-62.12,-60.99,167465
0.03,-0.98,0.31,22.46,-64.64,-59.74,167466
0.01,-0.75,0.21,18.93,-63.51,-58.43,167467
0.06,-0.82,0.29,16.15,-62.24,-60.06,167468
0.01,-0.84,0.33,19.96,-63.40,-59.96,167469
0.02,-0.90,0.22,21.63,-59.92,-55.51,167470
0.07,-0.92,0.24,15.98,-58.01,-55.10,167471
0.15,-1.05,0.32,15.95,-59.08,-57.05,167472
0.11,-1.06,0.32,20.71,-60.22,-55.70,167473
0.04,-0.92,0.24,17.08,-60.38,-54.02,167474
0.13,-1.02,0.34,13.98,-61.74,-57.31,167475
0.07,-1.05,0.38,19.65,-65.05,-57.51,167476
0.05,-0.96,0.26,21.65,-63.36,-53.48,167477
0.17,-0.94,0.26,13.64,-63.62,-56.59,167478
0.11,-0.99,0.36,15.12,-65.32,-58.65,167479
0.08,-0.94,0.31,21.30,-65.58,-54.25,167480
0.14,-0.77,0.20,14.35,-63.06,-53.91,167481
0.16,-0.87,0.30,12.04,-62.52,-55.29,167482
0.14,-0.94,0.36,18.02,-62.60,-52.49,167483
0.16,-0.86,0.25,19.06,-60.14,-49.44,167484
0.28,-0.94,0.31,12.69,-61.85,-53.63,167485
0.29,-1.12,0.40,18.46,-64.83,-55.87,167486
0.20,-1.05,0.27,21.87,-65.46,-53.05,167487
0.19,-0.80,0.24,12.74,-65.45,-53.48,167488
0.22,-0.92,0.34,11.36,-66.41,-54.69,167489
0.19,-0.99,0.40,16.40,-70.99,-54.77,167490
0.14,-0.85,0.29,14.91,-70.57,-54.17,167491
0.20,-0.86,0.27,10.35,-70.20,-55.97,167492
0.14,-0.82,0.33,12.21,-70.90,-55.47,167493
0.13,-0.80,0.27,13.20,-67.54,-52.04,167494
0.16,-0.71,0.27,5.73,-67.66,-53.02,167495
0.24,-0.84,0.35,9.06,-69.68,-55.59,167496
0.20,-0.91,0.39,16.07,-70.99,-54.19,167497
0.24,-0.83,0.23,15.13,-66.35,-51.88,167498
0.29,-0.91,0.26,11.64,-64.21,-52.24,167499
0.30,-1.01,0.36,15.75,-66.06,-50.91,167500
0.33,-0.96,0.27,14.62,-66.77,-49.58,167501
0.26,-0.88,0.29,8.37,-67.67,-48.08,167502
0.33,-1.00,0.35,10.78,-69.67,-48.29,167503
0.33,-1.02,0.35,14.08,-71.26,-49.95,167504
0.29,-0.91,0.28,12.19,-69.67,-48.42,167505
0.35,-0.94,0.30,10.33,-72.17,-50.35,167506
0.31,-0.96,0.37,14.50,-76.30,-53.05,167507
0.36,-0.95,0.28,16.19,-74.68,-50.97,167508
0.36,-0.77,0.20,10.63,-72.02,-48.19,167509
0.41,-0.84,0.26,10.41,-71.39,-48.32,167510
0.42,-0.92,0.29,11.31,-70.41,-48.67,167511
0.34,-0.82,0.24,9.25,-66.74,-44.52,167512
0.45,-0.90,0.30,8.34,-68.00,-44.39,167513
0.45,-1.00,0.36,11.44,-73.51,-49.06,167514
0.41,-0.91,0.26,12.10,-72.65,-48.16,167515
0.25,-0.70,0.22,5.53,-73.17,-46.38,167516
0.34,-0.76,0.30,3.34,-76.93,-50.75,167517
0.27,-0.80,0.35,8.02,-78.73,-51.74,167518
0.20,-0.69,0.24,10.95,-74.06,-45.04,167519
0.34,-0.77,0.28,7.24,-73.41,-45.13,167520
0.50,-0.95,0.31,9.79,-75.00,-48.34,167521
0.43,-0.92,0.25,15.04,-71.11,-43.72,167522
0.48,-0.82,0.21,10.11,-69.18,-40.74,167523
0.58,-0.98,0.32,8.72,-71.73,-44.61,167524
0.53,-1.01,0.32,14.64,-75.77,-45.51,167525
0.52,-0.91,0.18,13.49,-70.80,-41.20,167526
0.59,-0.94,0.24,5.29,-73.15,-43.29,167527
0.58,-1.03,0.32,9.37,-77.12,-46.87,167528
0.52,-0.97,0.26,14.12,-78.95,-45.15,167529
0.47,-0.76,0.21,5.19,-80.35,-44.31,167530
0.43,-0.74,0.26,4.56,-79.39,-45.02,167531
0.37,-0.75,0.29,8.57,-81.20,-43.97,167532
0.40,-0.71,0.18,8.21,-75.84,-41.16,167533
0.44,-0.75,0.25,1.70,-77.16,-42.28,167534
0.43,-0.79,0.34,6.00,-80.78,-43.85,167535
0.46,-0.78,0.24,12.04,-78.99,-42.82,167536
0.39,-0.64,0.16,6.65,-77.17,-40.94,167537
0.52,-0.79,0.19,4.18,-76.86,-41.91,167538
0.50,-0.82,0.24,9.11,-77.83,-42.59,167539
0.61,-0.94,0.22,11.51,-73.53,-38.75,167540
0.63,-0.89,0.23,4.77,-74.21,-38.68,167541
0.64,-0.93,0.27,5.24,-77.72,-40.71,167542
0.56,-0.87,0.25,9.33,-77.69,-39.39,167543
0.47,-0.71,0.17,5.13,-76.35,-37.48,167544
0.60,-0.87,0.21,2.40,-77.61,-38.94,167545
0.57,-0.93,0.27,7.66,-79.99,-39.57,167546
0.62,-0.87,0.17,10.60,-76.67,-36.43,167547
0.66,-0.83,0.14,1.98,-78.38,-37.39,167548
0.66,-0.88,0.20,4.26,-79.26,-38.64,167549
0.63,-0.89,0.21,9.56,-81.34,-37.78,167550
0.57,-0.70,0.13,5.73,-81.26,-36.77,167551
0.64,-0.80,0.12,2.47,-83.31,-39.75,167552
0.52,-0.75,0.20,5.97,-86.15,-39.40,167553
0.58,-0.73,0.13,8.89,-79.90,-35.30,167554
0.49,-0.60,0.12,-2.34,-81.67,-36.34,167555
0.48,-0.68,0.21,0.94,-83.30,-36.81,167556
0.55,-0.81,0.22,8.93,-80.92,-34.46,167557
0.57,-0.72,0.11,6.49,-75.67,-31.75,167558
0.64,-0.86,0.17,3.18,-77.67,-32.84,167559
